TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
48034XCLND21121	1305204031227	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	X-CEL INDUSTRIES INC	21121 TELEGRAPH RD	SOUTHFIELD	OAKLAND	MI	48034	YES	NO	NO	NO	3714							336000						42.445535	-83.278275											IN ORDER TO REDUCE THE USAGE OF XYLENE, X-CEL CEASED THE USE OF XYLENE AS A PURGING SOLVENT IN THE SECOND HALF OF 2005.	NO	JKENDALL@XCELPAINT.COM			NO	 	
55719MNNST611WE	1305204106544	007440473	CHROMIUM	TRI	2005	MN TWIST DRILL AQUISITION LLC	1 SW 7TH ST	CHISHOLM	ST LOUIS	MN	55719	YES	NO	NO	NO	3545							333515						47.482053	-92.879405											Our company is continueing to grow, also we are talking with a person about starting to recycle our wastes in 2006.	NO	JLARSON@MNTWIST.COM			YES	 	
73106WWSTL1730W	1305204127359	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	W&W STEEL CO	1730 W RENO	OKLAHOMA CITY	OKLAHOMA	OK	73106	YES	NO	NO	NO	3441							332312						35.465931	-97.544243	007191133										The facility has begun to replace the use of xylene as a solvent with acetone.	NO	GSACKMAN@WWSTEEL.COM			NO	 	
33619XNCRC424WA	1305204084444	007440508	COPPER	TRI	2005	AXON CIRCUIT INC	424 WARE BLVD	TAMPA	HILLSBOROUGH	FL	33619	YES	NO	NO	NO	3672							334412						27.944798	-82.346693	609441845										All copper bearing waste treatment sludge is now being recycled instead of being delisted and landfilled.	NO	SSTEWART@AXONCIRCUIT.COM			YES	 	
77536DLTCH334TI	1305204027799	N982	ZINC COMPOUNDS	TRI	2005	DELTA DEER PARK	334 TIDAL RD	DEER PARK	HARRIS	TX	77536	YES	NO	NO	NO	5169							424690						29.714578	-95.112355	008176364								DELTA PETROLEUM CO INC	008176364	0	NO	CARL.MINOR@DELTACOGROUP.COM			YES	 	
46953THMSN3301S	1305204127637	N420	LEAD COMPOUNDS	PBT	2005	THOMSON MULTIMEDIA INC.	3301 S ADAMS ST	MARION	GRANT	IN	46953	YES	NO	NO	NO	3671							334411						40.53019	-85.65857	006932305										Materials and amounts reported in this document are the result of final site decommissioning prior to sale of property, effective 31 March 2005.	NO				YES	 	
39180NTRNTPOBOX	1305204866723	N150	DIOXIN AND DIOXIN-LIKE COMPOUNDS	DIOXIN	2005	INTERNATIONAL PAPER - VICKSBURG MILL	3737 HWY 3 N	REDWOOD	WARREN	MS	39156	YES	NO	NO	NO	2621							322130						32.531111	-90.765556	039112875								INTERNATIONAL PAPER CO	001316561	This 2005 submission for Dioxin & Dioxin-like compound is being resubmitted due to a typo error in Section 8.6.  The quantity 18 was entered when the section shouold have been checked NA.	NO	JANICE.ELLIOTT@IPAPER.COM			NO	 	
05446HZLTT217LA	1305203658428	007440508	COPPER	TRI	2005	HAZELETT STRIP CASTING CORP	135 W LAKESHORE DR	COLCHESTER	CHITTENDEN	VT	05446	YES	NO	NO	NO	3559							333298						44.545613	-73.218204	019141092										This chemical, copper, is the metal we use to make a replacment part used by our customers.  We do not intend to "reduce" our use of this "chemical."  We hope our customer's need for this part increases.	NO	PETERRO@HAZELETT.COM			YES	 	
64051CTYFN21500	1305206374670	007782505	CHLORINE	TRI	2005	CITY OF INDEPENDENCE	21500 E TRUMAN RD PO BOX 1019	INDEPENDENCE	JACKSON	MO	64051	YES	NO	NO	NO	4911													39.090722	-94.322028	056676083										THROUGH AN ANNUAL INTERNAL AUDIT, IT WAS DISCOVERED THAT CHLORINE WAS USED TO TREAT COOLING TOWER WATER.  THIS REVISED REPORT  IS SUBMITTED UNDER EPA'S SELF DISCLOSURE POLICY.  A SELF-DISCLOSURE LETTER WILL BE SENT TO DEANNA SMITH, EPA REGION 7.	NO	EHOLDER@INDEPMO.ORG			NO	 	
16922STMRYUSRTE	1305203578253	N495	NICKEL COMPOUNDS	TRI	2005	SMC POWDER METALLURGY INC	US RT 6 W	GALETON	POTTER	PA	16922	YES	NO	NO	NO	3399							332117						41.73536	-77.6484											N/A	NO	PCLARK@SMCPOWDERMETALLURGY.COM			YES	 	
04092SLVXN45THO	1305203654102	N982	ZINC COMPOUNDS	TRI	2005	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	YES	NO	NO	NO	3471							332813						43.649396	-70.350821	053440319										Our facility has just put an automatic zinc plating machine on line in the last year. Although every effort is made to reduce the use of all chemicals, aformal program for this operation has not been set up.	NO	PHILRIDLEY@SILVEXINC.COM			YES	 	
43551NGTVP25875	1305203657743	N040	BARIUM COMPOUNDS	TRI	2005	TECHNEGLAS, INC.	2100 N WILKINSON WAY	PERRYSBURG	WOOD	OH	43551	YES	NO	NO	NO	3229							327212						41.52846	-83.65279	194609194								TECHNEGLAS	194609194	Techneglas has suspended the process using Barium as a raw material. For the reporting year 2005 no manufacturing was performed in this process - therefore the Production Ratio or Activity Index is Not Applicable for the reporting year.	NO				YES	 	
83845LSNPCOLDHW	1305203582438	N420	LEAD COMPOUNDS	PBT	2005	IDAHO FOREST GROUP -- MOYIE SPRINGS	1 MILE OFF HWY 2	MOYIE SPRINGS	BOUNDARY	ID	83845	YES	NO	NO	NO	2421							321113						48.722241	-116.158724									IDAHO FOREST GROUP LLC		none	NO	JSHORT@IDAHOFORESTGROUP.COM			YES	 	
90023BRGLC3150E	1305203630583	000108883	TOLUENE	TRI	2005	PACIFIC RESOURCE RECOVERY	3150 E PICO BLVD	LOS ANGELES	LOS ANGELES	CA	90023	NO	YES	NO	NO	7389							562112						34.018006	-118.211303			CAD008252405		CAD062006				BERG LACQUER CO		The vapor recovery system has been appreciatively upgraded to cover most mixers	NO	MRUSSELL@ELLISPAINT.COM			NO	 	
03582GRVTNA1MEC	1305203640901	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	GROVETON PAPER BOARD INC.	19 MAIN ST	GROVETON	COOS	NH	03582	YES	NO	NO	NO	2611							322211						44.598886	-71.511105	041694225								GROVETON PAPER BOARD INC	041694225	The Groveton Paper Board Plant permanently ceased operations on 12/31/05.	NO				NO	 	
53209HYDRP3525W	1305203625936	007440473	CHROMIUM	TRI	2005	HYDRO-PLATERS INC	3525 W KIEHNAU AVE	MILWAUKEE	MILWAUKEE	WI	53209	YES	NO	NO	NO	3471							332813						43.13712	-87.956478											A review of processes is periodically made to assure that reduction, recycling, and pollution control activities are met in an economically feasible manner.	NO	TERRY@HYDRO-PLATERS.COM			YES	 	
50401PRTLN17THS	1305203587858	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	HOLCIM (US) INC	1840 N FEDERAL AVE	MASON CITY	CERRO GORDO	IA	504017400	YES	NO	NO	NO	3241							327310						43.175	-93.205	612227165								HOLCIM (US) INC	608963674	SECTION 5.2 - BASIS OF ESTIMATE OTHER - CALCULATED PARTIALLY BY MASS BALANCE AND PARTIALLY BY STACK TESTING (MONITORING)	NO	JOHN.FLORES@HOLCIM.COM			YES	 	
29349HDSNNCAMPT	1305203700012	N106	CYANIDE COMPOUNDS	TRI	2005	IWG HIGH PERFORMANCE CONDUCTORS INC	1570 CAMPTON RD	INMAN	SPARTANBURG	SC	29349	YES	NO	NO	NO	3351							332618						35.028724	-82.057838	001326115								INTERNATIONAL WIRE GROUP	883498446	This revision reflects the faciliy's change in name from Phelps Dodge High Performance Conductors to IWG High Performance Conductors.	NO	TRAVIS.DALTON@IWGHPC.COM			NO	 	
97302RLNCN1660C	1305203703362	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
26547HLLNCROUTE	1305203723857	000067561	METHANOL	TRI	2005	SUPERIOR FIBERS	RT 92 S PO BOX 478	REEDSVILLE	PRESTON	WV	26547	YES	NO	NO	NO	3231							327215						39.541821	-79.800755	084770148								SUPERIOR FIBERS LLC		Thermal oxidizer installed	NO	CNESTOR@SUPERIORFIBERS.COM			NO	 	
07104RDLLT849BR	1305203723907	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	SETON CO LEATHER DIV	849 BROADWAY	NEWARK	ESSEX	NJ	07104	YES	NO	NO	NO	3111							316110						40.778564	-74.156388	002147312								SETON CO	002147312	Due to relocation and consolidation activities throughout the company, this facility's operations and processes have been substantially reduced with plans of complete plant shutdown in upcoming months. Hence, the noticeable reduction in the use of TRI regulated chemicals.	NO				NO	 	
38054PLLTN5485T	1305203705177	007439976	MERCURY	PBT	2005	TRADEBE TREATMENT & RECYCLING OF TENNESSEE LLC	5485 VICTORY LN	MILLINGTON	SHELBY	TN	38053	YES	NO	NO	NO	4953							562112						35.275459	-89.943091	966287216								TRADEBE ENVIRONMENTAL SERVICES LLC	966298294	As a hazardous waste facility, our volume of waste is inherited from off-site sources.	NO	TITA.LAGRIMAS@TRADEBE.COM			YES	 	
37662RGSMD445IN	1305203737301	000115071	PROPYLENE	TRI	2005	AIRGAS - MID AMERICA	445 INDUSTRY DR	KINGSPORT	SULLIVAN	TN	37662	YES	NO	NO	NO	2813							424690						36.551716	-82.577222	126996339										N/A	NO	ROBERT.LANGMEYER@AIRGAS.COM			NO	 	
62521WGNRC1275E	1305203703766	007439921	LEAD	PBT	2005	INTERMET DECATUR FOUNDRY	1275 E SANGAMON ST	DECATUR	MACON	IL	62521	YES	NO	NO	NO	3321	3398						331511						39.849769	-88.940792	005153282								INTERMET CORP	120919766	Plant closed a the end of 2005.  Melting ceased end of September 2005.  Future of site is not known.	NO				YES	 	
94063RYCHM2555B	1305203712120	N010	ANTIMONY COMPOUNDS	TRI	2005	TYCO THERMAL CONTROLS	2555 BAY RD	REDWOOD CITY	SAN MATEO	CA	94063	YES	NO	NO	NO	3357							335000						37.484459	-122.208931	883536591								TYCO INTERNATIONAL LTD		We produce plastic coated  conductor wire.  We previously sent all of the plastic bleed scrap to landfill.  Starting just prior to RY2005 a vendor was contracted that recycles both the conductor wire and plastic.  This resulted in a drastic reduction of material sent to a landfill.	NO	BRAD.FAULCONER@TYCOTHERMAL.COM			YES	 	
60101KRCKC401SR	1305203722804	007439921	LEAD	PBT	2005	KRACK CORP	401 S ROHLWING RD	ADDISON	DUPAGE	IL	60101	YES	NO	NO	NO	3585							333415						41.91895	-88.0323	045307337								INGERSOLL RAND	054976795	NA	NO	TOM_WIND@IRCO.COM			YES	 	
45212THSHP4900B	1305203758331	N096	COBALT COMPOUNDS	TRI	2005	SHEPHERD CHEMICAL CO	4900 BEECH ST	CINCINNATI	HAMILTON	OH	45212	YES	NO	NO	NO	2819	2869						325188						39.164198	-84.44265	004234787								SHEPHERD CHEMICAL CO		The Shepherd Chemical Company has instituted an inventory control/inventory reduction program , and participates in a solvent continued use program.	NO	SDICK@SHEPCHEM.COM			YES	 	
56320CLDSP32S3R	1305203712765	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	COLD SPRING GRANITE MAIN PLANT	202 S 3RD AVE	COLD SPRING	STEARNS	MN	56320	YES	NO	NO	NO	3281							327991						45.453598	-94.427369	006159008								COLD SPRING GRANITE CO	006159008	Cold Spring Granite Company identified the need to report the use of certain chemicals in the second quarter of 2005.  We filed the appropriate reports by July 1, 2005 for 2004 and the pervious years as required.  We created our Toxic Pollution Prevention Plan prior to the end of 2005 for 2006.  Thus we have no results to report for 2005.  W89 - Our plan is to have a majority of anchors fabricated by an independent firm instead of by Cold Spring Granite Company.	NO				YES	 	
18044SHLNDRD4IS	1305203681337	000120809	CATECHOL	TRI	2005	AIR PRODUCTS ECD	400 ISLAND PARK RD	EASTON	NORTHAMPTON	PA	18042	YES	NO	NO	NO	2819	2869						325199						40.655833	-75.243889	043394683								AIR PRODUCTS & CHEMICALS INC	003001070	Double block and bleed installed on tanks to minimize the generation of contaminated rinse water.	NO	COHOONCE@AIRPRODUCTS.COM			NO	 	
81226HLNMN3500S	1305203695731	N982	ZINC COMPOUNDS	TRI	2005	HOLCIM (US) INC PORTLAND PLANT	3500 STATE HWY 120	FLORENCE	FREMONT	CO	81226	YES	NO	NO	NO	3241							327310						38.387089	-105.018776	007061419								HOLCIM (US) INC	608963674	Financial Plan is to cease production of cement kiln dust (CKD) 2006-2009; therefore, the plan is to have zero zinc on-site disposal.	NO	JUSTIN.ANDREWS@HOLCIM.COM			YES	 	
08901SPCTR755JE	1305203765449	N420	LEAD COMPOUNDS	PBT	2005	SPECTRUM LABORATORY PRODUCTS ( NEW JERSEY)	755 JERSEY AVE	NEW BRUNSWICK	MIDDLESEX	NJ	08901	YES	NO	NO	NO	2869	2899	2833	2819				424690						40.47419	-74.474604	075295246								SPECTRUM LABORATORY PRODUCTS		Amount of material handled annually is determined by customer demand, which is unpredictable.	NO	MLABENZ@SPECTRUMCHEMICAL.COM			YES	 	
76065GFFRDPOBOX	1305203728516	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	ASH GROVE TEXAS LP	900 GIFCO RD	MIDLOTHIAN	ELLIS	TX	76065	YES	NO	NO	NO	3241							327310						32.521583	-97.011528	876279738								ASH GROVE CEMENT CO	007123698	Ash Grove Texas recycles metals when feasible and sells as much cement kiln dust for beneficial purposes to reduce material landfilled.	NO	FRANCISCO.PINTO@ASHGROVE.COM			YES	 	
97005BNCHM3725S	1305203685906	007439921	LEAD	PBT	2005	BENCHMARK ELECTRONICS	3725 SW HOCKEN AVE	BEAVERTON	WASHINGTON	OR	97005	YES	NO	NO	NO	3679							334418						45.493	-122.813959	024792194								BENCHMARK ELECTRONICS	024792194	We have implemented lead-free solder processes in all of our main production and repair centers.  Use of these lead-free processes is currently limited, but as our customer base changes product designs to incorporate these new processes then the amount of lead use should reduce significantly. Because of the current product mix of products built at this facility, our use of lead-containing wave solder increased even though our total production volume decreased.	NO	ROBERT.WILLENBRING@BENCH.COM			YES	 	
29502STNCNOLDGE	1305203692607	N458	MERCURY COMPOUNDS	PBT	2005	SMURFIT-STONE CONTAINER CORP	7320 MILL RD	FLORENCE	FLORENCE	SC	29506	YES	NO	NO	NO	2631	2621						322130						34.18	-79.779999	045452224								SMURFIT-STONE CONTAINER CONTAINER CORP	617225727	In section 6.2 the facility used code M99 for unknown.  The facility believed it should have been M56 for energy recovery.  I used this code because the mercury cmpds is in the ash that leaves the site.  This ash is fired in a cement kiln for energy recovery.	NO	SGOODALL@SMURFIT.COM			YES	 	
97302RLNCN1660C	1305203703311	000100414	ETHYLBENZENE	TRI	2005	AKZO NOBEL COATINGS INC	1660 CROSS ST SE	SALEM	MARION	OR	973021318	YES	NO	NO	NO	2851							325510						44.925702	-123.024174	804785201								AKZO NOBEL NV	021973748	NA	NO	SCOTT.CARPENTER@AKZONOBEL.COM			NO	 	
48046FRDMT26090	1305203709922	N120	DIISOCYANATES	TRI	2005	AUTOMOTIVE COMPONENTS HOLDINGS LLC   CHESTERFIELD PLANT	50900 E RUSSELL SCHMIDT BLVD	CHESTERFIELD	MACOMB	MI	48051	YES	NO	NO	NO	2531							336360						42.67461	-82.84836									AUTOMOTIVE COMPONENTS HOLDINGS LLC	607597098	ACH Commitment to the Environment:  Automotive Components Holdings, LLC (ACH) has a formal written Environmental Policy focused on protecting and conserving the natural environment.  Environmental stewardship is among ACH's highest priorities, and the company is committed to conducting its business in an environmentally responsible manner.  ACH's environmental objective is to distinguish corporate citizenship capabiliities through a demonstration of decisive environmental stewardship and sustainable development initiatives.  The company operates an Environmental Management System consistent with the ISO 14001 International Standard and all ACH manufacturing facilities have been third-party certified to the ISO 14001 Standard.  This includes identifying and acting upon significant environmental aspects and setting objectives and targets relating to operations and facilities, including:       Managing air emissions      Conserving energy and natural resources      Managing materials to reduce environmental impact, and      Conservation of natural resources.  The company complies with all current regulatory standards and often surpasses local applicable regulatory and legal requirements.  We continually strive to improve our environmental performance by working to minimize the creation of solid and liquid waste and eliminate practices that could have a harmful impact on future generations.	NO				NO	 	
93446SNBNK1740C	1305203878234	N420	LEAD COMPOUNDS	PBT	2005	JOSLYN SUNBANK CO LLC	1740 COMMERCE WAY	PASO ROBLES	SAN LUIS OBISPO	CA	93446	YES	NO	NO	NO	3644	3471						335932						35.610448	-120.652366	009545658								DANAHER CORP	024744476	WASTE IS SENT OFFSITE FOR FULL RECYCLING.	NO	PHARRIS@SUNBANKCORP.COM			YES	 	
43402SHKWG828VA	1305203826286	000108101	METHYL ISOBUTYL KETONE	TRI	2005	ISHIKAWA GASKET AMERICA INC.	828 VAN CAMP RD	BOWLING GREEN	WOOD	OH	43402	YES	NO	NO	NO	3053							339991						41.39682	-83.66479											FACILITY CEASED MANUFACTURING, BUT CONTINUES DISTRIBUTION.	NO				NO	 	
04090SPNCR90SPE	1305203834332	000067561	METHANOL	TRI	2005	RR DONNELLEY & SONS CO	90 SPENCER DR	WELLS	YORK	ME	04090	YES	NO	NO	NO	2752							323110						43.323588	-70.600211	001049592								RR DONNELLEY & SONS CO	005119573	WE ARE USING A DIFFERENT INK JET ON SOME MACHINES THAT DOES NOT CONTAIN METHANOL	NO	NA			NO	 	
06037DBRRN73WDL	1305203777495	000079016	TRICHLOROETHYLENE	TRI	2005	DEBURRING LABORATORIES INC.	73 WOODLAWN RD	BERLIN	HARTFORD	CT	06037	YES	NO	NO	NO	3499							333512						41.632185	-72.741822	043030386										With the aid of the CT. State DEP and an vendor, we have implemented a system to more accuratly determine our waste stream and chemical usage.  A monitoring guage was installed to detect chemical introduction into our cleaning unit and a spreadsheet has been activated to calculate our chemicals.	NO				NO	 	
27377MTKRT1210N	1305203841541	N420	LEAD COMPOUNDS	PBT	2005	AMETEK -TECHNICAL & INDUSTRIAL PRODUCTS	1210 NC HWY 61	WHITSETT	GUILFORD	NC	27377	YES	NO	NO	NO	3621							335312						36.059333	-79.569758	001345149								AMETEK	001345149	1.  THE ROHS INITIATIVE HAS AND SHOULD CONTINUE TO REDUCE THE USE OF LEAD SOLDERING PRODUCTS.  WE EXPECT      FURTHER REDUCTION DUE TO THIS INTERNATIONALLY ACCEPTED RULE.    2.. OTHER SOURCES OF REDUCTION WERE PROCESS MODIFICATIONS MADE IN MANUFACTURING THAT SIGNIFICANTLY      REDUCED THE USE OF SOLDER IN CONNECTING WIRES BY CHANGING TO MECHANICAL CRIMPING DEVICES WHERE      PRACTICAL.	NO				YES	 	
57260TRSTT47333	1305203820206	007664417	AMMONIA	TRI	2005	TRI STATE FINANCIAL LLCD DBA NORTH COUNTRY ETHANOL	47333 104TH ST  PO BOX 78	ROSHOLT	ROBERTS	SD	57260	YES	NO	NO	NO	2869							325193						45.85	-96.716667	785568358								TRI STATE FINANCIAL LLC DBA NORTH COUNTRY ETHANOL		Anhydrous Ammonia is used as a pH ajustment and nutrient additive for fermentation. During 2005 we increased the control and the efficiency of our fermentation process to reduce the usage of anhydrous ammonia. Our future plans are to eleminate the need to use anhydrous ammonia completely.	NO	GPETERSEN@NORTHCOUNTRYETHANOL.COM			NO	 	
43725LMCST804BY	1305203794704	000117817	DI(2-ETHYLHEXYL) PHTHALATE	TRI	2005	LMI CUSTOM MIXING LLC	804 BYESVILLE RD	CAMBRIDGE	GUERNSEY	OH	43725	YES	NO	NO	NO	3069							325520						40.01676	-81.56428	041931697								LAUREN INTERNATIONAL	003983269	Added technical resources to reformulate rubber compounds to reduce or eliminate the need to use the chemical.	NO	JNIXON@LMIMIX.COM			NO	 	
00785SPRTRKM142	1305203756539	N040	BARIUM COMPOUNDS	TRI	2005	AES PUERTO RICO LP	KM 142, RD #3 BO JOBOS	GUAYAMA	GUAYAMA	PR	00784	YES	NO	NO	NO	4911							221112						17.943889	-66.150917	160160420								AES CORP	043857812	Barium is one of the components of the fly ash and bed ash produced as by-products of the power production.  In 2005 100% of the fly and bed ash produced (as a by-product) were directly reused or marketed/sold for beneficial use replacing other commercial products (e.g.cement) or used as raw material in the on-site aggregate manufacturing process.  The 100% of the aggregate (final product- A-2 and A-2-4 Class) produced in 2005 was sold for different aggregate construction applications substituing natural aggregates, maximizing the use of the natural resources (limestone, coal), reducing the environmental impact and erosion/sedimentation of water bodies due to the natural resources extractions activities and saving landfill space. The manufactured aggregate physical, mechanical and chemical characteristics comply with the engineering standards for the A-2 or A-2-4 aggregate construction applications (clients applications).	NO	RAMIRO.RIVERA@AES.COM			YES	 	
